,YearStart,YearEnd,LocationAbbr,LocationDesc,Datasource,Class,Topic,Question,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit ,Sample_Size,Total,Age(years),Education,Gender,Income,Race/Ethnicity,GeoLocation,ClassID,TopicID,QuestionID,DataValueTypeID,LocationID,StratificationCategory1,Stratification1,StratificationCategoryId1,StratificationID1
3740,2020,2020,TN,Tennessee,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,31.6,31.6,,,24.9,39.2,330.0,,,Less than high school,,,,"(35.68094058000048, -85.77449091399967)",OWS,OWS1,Q037,VALUE,47,Education,Less than high school,EDU,EDUHS
3741,2011,2011,AK,Alaska,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,28.0,28.0,,,24.9,31.3,1620.0,,,,Male,,,"(64.845079957001, -147.722059036)",OWS,OWS1,Q036,VALUE,2,Gender,Male,GEN,MALE
3742,2012,2012,VT,Vermont,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,34.5,,~,Data not available because sample size is insufficient.,,,,,,,,,Asian,"(43.625381239, -72.517640791)",OWS,OWS1,Q037,VALUE,50,Race/Ethnicity,Asian,RACE,RACEASN
3743,2020,2020,WV,West Virginia,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,32.7,32.7,,,28.7,37.0,719.0,,,,,"$50,000 - $74,999",,"(38.66551020200046, -80.71264013499967)",OWS,OWS1,Q037,VALUE,54,Income,"$50,000 - $74,999",INC,INC5075
3744,2012,2012,DE,Delaware,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,27.6,27.6,,,21.9,34.1,323.0,,,Less than high school,,,,"(39.008830667, -75.577741168)",OWS,OWS1,Q036,VALUE,10,Education,Less than high school,EDU,EDUHS
3745,2016,2016,CT,Connecticut,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,22.6,22.6,,,18.2,27.8,398.0,,18 - 24,,,,,"(41.56266102, -72.649840952)",OWS,OWS1,Q037,VALUE,9,Age (years),18 - 24,AGEYR,AGEYR1824
3746,2012,2012,CT,Connecticut,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,25.6,,~,Data not available because sample size is insufficient.,,,,,,,,,American Indian/Alaska Native,"(41.56266102, -72.649840952)",PA,PA1,Q047,VALUE,9,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA
3747,2019,2019,WA,Washington,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,34.1,34.1,,,31.3,37.0,1431.0,,35 - 44,,,,,"(47.52227862900048, -120.47001078999972)",PA,PA1,Q045,VALUE,53,Age (years),35 - 44,AGEYR,AGEYR3544
3748,2020,2020,KY,Kentucky,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,47.1,47.1,,,40.6,53.6,361.0,,,Less than high school,,,,"(37.645970271000465, -84.77497104799966)",PA,PA1,Q047,VALUE,21,Education,Less than high school,EDU,EDUHS
3749,2021,2021,MO,Missouri,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,48.5,48.5,,,46.5,50.6,5174.0,,,,Male,,,"(38.635790776000476, -92.56630005299968)",FV,FV1,Q018,VALUE,29,Gender,Male,GEN,MALE
3750,2019,2019,MS,Mississippi,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,21.4,,~,Data not available because sample size is insufficient.,,,,,,,,,Hispanic,"(32.745510099000455, -89.53803082499968)",FV,FV1,Q019,VALUE,28,Race/Ethnicity,Hispanic,RACE,RACEHIS
3751,2013,2013,OR,Oregon,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,27.7,27.7,,,22.8,33.2,594.0,,,,,"$25,000 - $34,999",,"(44.567449424, -120.155031326)",OWS,OWS1,Q036,VALUE,41,Income,"$25,000 - $34,999",INC,INC2535
3752,2016,2016,MO,Missouri,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,42.6,42.6,,,40.0,45.3,2948.0,,,,Male,,,"(38.635790776, -92.566300053)",OWS,OWS1,Q037,VALUE,29,Gender,Male,GEN,MALE
3753,2020,2020,PR,Puerto Rico,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,41.5,41.5,,,34.5,48.9,254.0,,,,,"$75,000 or greater",,"(18.220833, -66.590149)",OWS,OWS1,Q037,VALUE,72,Income,"$75,000 or greater",INC,INC75PLUS
3754,2013,2013,AL,Alabama,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,50.6,50.6,,,44.9,56.3,456.0,,25 - 34,,,,,"(32.840571122, -86.631860762)",PA,PA1,Q043,VALUE,1,Age (years),25 - 34,AGEYR,AGEYR2534
3755,2015,2015,ID,Idaho,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,27.7,27.7,,,21.7,34.5,256.0,,18 - 24,,,,,"(43.682630005, -114.363730042)",PA,PA1,Q045,VALUE,16,Age (years),18 - 24,AGEYR,AGEYR1824
3756,2013,2013,CA,California,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,52.6,52.6,,,48.3,56.9,1098.0,,,,,"$35,000 - $49,999",,"(37.638640123, -120.999999538)",PA,PA1,Q043,VALUE,6,Income,"$35,000 - $49,999",INC,INC3550
3757,2016,2016,CA,California,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,33.2,33.2,,,29.9,36.6,1209.0,,,,,Data not reported,,"(37.638640123, -120.999999538)",OWS,OWS1,Q037,VALUE,6,Income,Data not reported,INC,INCNR
3758,2012,2012,AK,Alaska,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,36.2,36.2,,,32.9,39.7,1376.0,,,College graduate,,,,"(64.845079957001, -147.722059036)",OWS,OWS1,Q037,VALUE,2,Education,College graduate,EDU,EDUCOGRAD
3759,2013,2013,WA,Washington,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,,Value,23.9,23.9,,,14.8,36.3,103.0,,,,,,Other,"(47.522278629, -120.47001079)",PA,PA1,Q044,VALUE,53,Race/Ethnicity,Other,RACE,RACEOTH
3760,2017,2017,CT,Connecticut,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,51.1,51.1,,,39.8,62.3,103.0,,,,,,Other,"(41.56266102, -72.649840952)",PA,PA1,Q043,VALUE,9,Race/Ethnicity,Other,RACE,RACEOTH
3761,2014,2014,TN,Tennessee,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,37.1,37.1,,,31.6,42.9,455.0,,35 - 44,,,,,"(35.68094058, -85.774490914)",OWS,OWS1,Q036,VALUE,47,Age (years),35 - 44,AGEYR,AGEYR3544
3762,2021,2021,AZ,Arizona,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,34.5,34.5,,,30.5,38.6,1126.0,,,,,"$25,000 - $34,999",,"(34.865970280000454, -111.76381127699972)",OWS,OWS1,Q036,VALUE,4,Income,"$25,000 - $34,999",INC,INC2535
3763,2013,2013,LA,Louisiana,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,21.9,21.9,,,18.0,26.4,779.0,,45 - 54,,,,,"(31.312660644, -92.445680071)",PA,PA1,Q045,VALUE,22,Age (years),45 - 54,AGEYR,AGEYR4554
3764,2014,2014,MO,Missouri,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,33.6,33.6,,,30.7,36.6,2209.0,,,High school graduate,,,,"(38.635790776, -92.566300053)",OWS,OWS1,Q037,VALUE,29,Education,High school graduate,EDU,EDUHSGRAD
3765,2013,2013,IA,Iowa,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,29.5,29.5,,,27.4,31.7,3030.0,,,,Male,,,"(42.469400913, -93.816490556)",PA,PA1,Q046,VALUE,19,Gender,Male,GEN,MALE
3766,2017,2017,OK,Oklahoma,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,46.3,46.3,,,40.9,51.8,560.0,,,,,"$25,000 - $34,999",,"(35.472031356, -97.521070214)",PA,PA1,Q043,VALUE,40,Income,"$25,000 - $34,999",INC,INC2535
3767,2015,2015,MS,Mississippi,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,22.2,22.2,,,19.3,25.3,1481.0,,,Some college or technical school,,,,"(32.745510099, -89.538030825)",PA,PA1,Q045,VALUE,28,Education,Some college or technical school,EDU,EDUCOTEC
3768,2014,2014,GU,Guam,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,43.8,43.8,,,38.0,49.9,436.0,,,,,"$75,000 or greater",,"(13.444304, 144.793731)",OWS,OWS1,Q037,VALUE,66,Income,"$75,000 or greater",INC,INC75PLUS
3769,2015,2015,CA,California,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,,Value,21.2,21.2,,,19.0,23.6,2444.0,,65 or older,,,,,"(37.638640123, -120.999999538)",PA,PA1,Q044,VALUE,6,Age (years),65 or older,AGEYR,AGEYR65PLUS
3770,2018,2018,CO,Colorado,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,26.8,26.8,,,24.5,29.2,1667.0,,55 - 64,,,,,"(38.843840757000464, -106.13361092099967)",OWS,OWS1,Q036,VALUE,8,Age (years),55 - 64,AGEYR,AGEYR5564
3771,2011,2011,MT,Montana,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,30.2,30.2,,,28.8,31.6,9724.0,Total,,,,,,"(47.066528972, -109.424420645)",PA,PA1,Q046,VALUE,30,Total,Total,OVR,OVERALL
3772,2021,2021,KS,Kansas,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,35.3,35.3,,,32.9,37.7,2360.0,,45 - 54,,,,,"(38.34774030000045, -98.20078122699965)",OWS,OWS1,Q037,VALUE,20,Age (years),45 - 54,AGEYR,AGEYR4554
3773,2014,2014,MS,Mississippi,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,41.4,41.4,,,36.0,46.9,664.0,,,,,"Less than $15,000",,"(32.745510099, -89.538030825)",OWS,OWS1,Q036,VALUE,28,Income,"Less than $15,000",INC,INCLESS15
3774,2011,2011,HI,Hawaii,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,,Value,17.4,17.4,,,15.3,19.6,2432.0,,,,,,Asian,"(21.304850435, -157.857749403)",PA,PA1,Q044,VALUE,15,Race/Ethnicity,Asian,RACE,RACEASN
3775,2011,2011,TX,Texas,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,,Value,20.2,,~,Data not available because sample size is insufficient.,,,,,,,,,Hawaiian/Pacific Islander,"(31.827240407, -99.426770206)",PA,PA1,Q044,VALUE,48,Race/Ethnicity,Hawaiian/Pacific Islander,RACE,RACEHPI
3776,2020,2020,CA,California,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,34.1,34.1,,,28.8,39.9,511.0,,,,,"Less than $15,000",,"(37.63864012300047, -120.99999953799971)",PA,PA1,Q047,VALUE,6,Income,"Less than $15,000",INC,INCLESS15
3777,2013,2013,LA,Louisiana,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,57.3,57.3,,,48.8,65.5,186.0,,18 - 24,,,,,"(31.312660644, -92.445680071)",PA,PA1,Q043,VALUE,22,Age (years),18 - 24,AGEYR,AGEYR1824
3778,2017,2017,WA,Washington,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,27.8,27.8,,,23.6,32.5,633.0,,,Less than high school,,,,"(47.522278629, -120.47001079)",PA,PA1,Q045,VALUE,53,Education,Less than high school,EDU,EDUHS
3779,2018,2018,MD,Maryland,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,38.6,38.6,,,33.4,44.1,857.0,,,,,"Less than $15,000",,"(39.29058096400047, -76.60926011099963)",PA,PA1,Q047,VALUE,24,Income,"Less than $15,000",INC,INCLESS15
3780,2017,2017,ND,North Dakota,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,,Value,16.4,16.4,,,12.7,20.9,726.0,,,,,"$15,000 - $24,999",,"(47.475319779, -100.118421049)",PA,PA1,Q044,VALUE,38,Income,"$15,000 - $24,999",INC,INC1525
3781,2017,2017,KY,Kentucky,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,41.0,41.0,,,28.3,55.1,95.0,,,,,,Hispanic,"(37.645970271, -84.774971048)",PA,PA1,Q046,VALUE,21,Race/Ethnicity,Hispanic,RACE,RACEHIS
3782,2015,2015,HI,Hawaii,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,58.7,58.7,,,55.6,61.7,1816.0,,,Some college or technical school,,,,"(21.304850435, -157.857749403)",PA,PA1,Q043,VALUE,15,Education,Some college or technical school,EDU,EDUCOTEC
3783,2018,2018,TX,Texas,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,13.7,13.7,,,11.4,16.3,3105.0,,,,,"$75,000 or greater",,"(31.827240407000488, -99.42677020599967)",PA,PA1,Q047,VALUE,48,Income,"$75,000 or greater",INC,INC75PLUS
3784,2017,2017,TN,Tennessee,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,40.8,40.8,,,36.5,45.3,886.0,,45 - 54,,,,,"(35.68094058, -85.774490914)",PA,PA1,Q043,VALUE,47,Age (years),45 - 54,AGEYR,AGEYR4554
3785,2014,2014,NY,New York,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,25.9,25.9,,,24.5,27.2,6845.0,Total,,,,,,"(42.827001032, -75.543970427)",PA,PA1,Q047,VALUE,36,Total,Total,OVR,OVERALL
3786,2015,2015,IN,Indiana,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,,Value,17.4,17.4,,,13.7,21.7,530.0,,35 - 44,,,,,"(39.766910452, -86.149960194)",PA,PA1,Q044,VALUE,18,Age (years),35 - 44,AGEYR,AGEYR3544
3787,2017,2017,OR,Oregon,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,14.7,14.7,,,12.6,17.1,1446.0,,,Some college or technical school,,,,"(44.567449424, -120.155031326)",FV,FV1,Q019,VALUE,41,Education,Some college or technical school,EDU,EDUCOTEC
3788,2014,2014,OH,Ohio,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,41.6,41.6,,,29.8,54.5,161.0,,,,,,2 or more races,"(40.060210141, -82.404260056)",OWS,OWS1,Q036,VALUE,39,Race/Ethnicity,2 or more races,RACE,RACE2PLUS
3789,2011,2011,DC,District of Columbia,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,56.9,56.9,,,51.3,62.3,429.0,,25 - 34,,,,,"(38.890371385, -77.031961127)",PA,PA1,Q043,VALUE,11,Age (years),25 - 34,AGEYR,AGEYR2534
3790,2017,2017,MA,Massachusetts,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,16.7,16.7,,,15.1,18.4,6156.0,Total,,,,,,"(42.27687047, -72.082690675)",FV,FV1,Q019,VALUE,25,Total,Total,OVR,OVERALL
3791,2013,2013,DC,District of Columbia,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,,Value,18.6,18.6,,,12.8,26.2,378.0,,,,,"Less than $15,000",,"(38.890371385, -77.031961127)",PA,PA1,Q044,VALUE,11,Income,"Less than $15,000",INC,INCLESS15
3792,2019,2019,MT,Montana,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,17.4,17.4,,,15.3,19.7,1566.0,,,High school graduate,,,,"(47.06652897200047, -109.42442064499971)",FV,FV1,Q019,VALUE,30,Education,High school graduate,EDU,EDUHSGRAD
3793,2015,2015,ND,North Dakota,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,24.1,24.1,,,20.5,28.2,737.0,,,,,"$50,000 - $74,999",,"(47.475319779, -100.118421049)",PA,PA1,Q047,VALUE,38,Income,"$50,000 - $74,999",INC,INC5075
3794,2015,2015,FL,Florida,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,23.4,23.4,,,19.7,27.5,654.0,,25 - 34,,,,,"(28.932040377, -81.928960539)",OWS,OWS1,Q036,VALUE,12,Age (years),25 - 34,AGEYR,AGEYR2534
