,YearStart,YearEnd,LocationAbbr,LocationDesc,Datasource,Class,Topic,Question,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit ,Sample_Size,Total,Age(years),Education,Gender,Income,Race/Ethnicity,GeoLocation,ClassID,TopicID,QuestionID,DataValueTypeID,LocationID,StratificationCategory1,Stratification1,StratificationCategoryId1,StratificationID1
8484,2019,2019,IA,Iowa,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,26.6,26.6,,,24.1,29.3,1274.0,,45 - 54,,,,,"(42.46940091300047, -93.81649055599968)",PA,PA1,Q045,VALUE,19,Age (years),45 - 54,AGEYR,AGEYR4554
8485,2014,2014,ME,Maine,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,10.1,10.1,,,8.9,11.3,3485.0,,,College graduate,,,,"(45.254228894001, -68.985031336)",PA,PA1,Q047,VALUE,23,Education,College graduate,EDU,EDUCOGRAD
8486,2020,2020,AR,Arkansas,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,30.9,30.9,,,29.0,32.7,4696.0,Total,,,,,,"(34.74865012400045, -92.27449074299966)",OWS,OWS1,Q037,VALUE,5,Total,Total,OVR,OVERALL
8487,2021,2021,KY,Kentucky,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,31.0,,~,Data not available because sample size is insufficient.,,,,,,,,,Hawaiian/Pacific Islander,"(37.645970271000465, -84.77497104799966)",OWS,OWS1,Q036,VALUE,21,Race/Ethnicity,Hawaiian/Pacific Islander,RACE,RACEHPI
8488,2017,2017,VI,Virgin Islands,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,31.0,,~,Data not available because sample size is insufficient.,,,,,,,,,Asian,"(18.335765, -64.896335)",OWS,OWS1,Q036,VALUE,78,Race/Ethnicity,Asian,RACE,RACEASN
8489,2011,2011,AK,Alaska,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,34.0,34.0,,,21.9,48.7,70.0,,,,,,Hispanic,"(64.845079957001, -147.722059036)",PA,PA1,Q045,VALUE,2,Race/Ethnicity,Hispanic,RACE,RACEHIS
8490,2019,2019,WV,West Virginia,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,34.5,34.5,,,29.4,40.1,365.0,,25 - 34,,,,,"(38.66551020200046, -80.71264013499967)",PA,PA1,Q046,VALUE,54,Age (years),25 - 34,AGEYR,AGEYR2534
8491,2013,2013,MO,Missouri,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,28.7,28.7,,,24.7,33.2,1031.0,,,,,Data not reported,,"(38.635790776, -92.566300053)",PA,PA1,Q045,VALUE,29,Income,Data not reported,INC,INCNR
8492,2020,2020,TN,Tennessee,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,40.8,40.8,,,29.0,53.8,115.0,,,,,,Hispanic,"(35.68094058000048, -85.77449091399967)",OWS,OWS1,Q037,VALUE,47,Race/Ethnicity,Hispanic,RACE,RACEHIS
8493,2011,2011,AR,Arkansas,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,34.5,,~,Data not available because sample size is insufficient.,,,,,,,,,Asian,"(34.748650124, -92.274490743)",OWS,OWS1,Q037,VALUE,5,Race/Ethnicity,Asian,RACE,RACEASN
8494,2015,2015,UT,Utah,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,32.0,32.0,,,28.9,35.1,1452.0,,,,,Data not reported,,"(39.360700171, -111.587130635)",PA,PA1,Q045,VALUE,49,Income,Data not reported,INC,INCNR
8495,2019,2019,ID,Idaho,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,35.1,35.1,,,31.6,38.7,1662.0,,,College graduate,,,,"(43.682630005000476, -114.3637300419997)",OWS,OWS1,Q037,VALUE,16,Education,College graduate,EDU,EDUCOGRAD
8496,2013,2013,MD,Maryland,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,37.7,37.7,,,34.3,41.3,1559.0,,,,,"$50,000 - $74,999",,"(39.290580964, -76.609260111)",OWS,OWS1,Q037,VALUE,24,Income,"$50,000 - $74,999",INC,INC5075
8497,2011,2011,RI,Rhode Island,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,23.5,23.5,,,20.8,26.4,1751.0,,,High school graduate,,,,"(41.708280193, -71.522470314)",PA,PA1,Q046,VALUE,44,Education,High school graduate,EDU,EDUHSGRAD
8498,2021,2021,KS,Kansas,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,22.2,22.2,,,19.5,25.2,1008.0,,18 - 24,,,,,"(38.34774030000045, -98.20078122699965)",OWS,OWS1,Q036,VALUE,20,Age (years),18 - 24,AGEYR,AGEYR1824
8499,2015,2015,MD,Maryland,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,51.5,51.5,,,34.3,68.4,112.0,,,,,,2 or more races,"(39.290580964, -76.609260111)",PA,PA1,Q043,VALUE,24,Race/Ethnicity,2 or more races,RACE,RACE2PLUS
8500,2013,2013,ID,Idaho,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,31.1,31.1,,,26.9,35.7,759.0,,,,,"$50,000 - $74,999",,"(43.682630005, -114.363730042)",PA,PA1,Q045,VALUE,16,Income,"$50,000 - $74,999",INC,INC5075
8501,2017,2017,MI,Michigan,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,31.2,31.2,,,24.2,39.1,224.0,,,,,,2 or more races,"(44.661319543001, -84.71439027)",OWS,OWS1,Q037,VALUE,26,Race/Ethnicity,2 or more races,RACE,RACE2PLUS
8502,2019,2019,WV,West Virginia,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,19.8,19.8,,,18.3,21.4,4776.0,Total,,,,,,"(38.66551020200046, -80.71264013499967)",FV,FV1,Q019,VALUE,54,Total,Total,OVR,OVERALL
8503,2021,2021,CT,Connecticut,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,25.6,,~,Data not available because sample size is insufficient.,,,,,,,,,Hawaiian/Pacific Islander,"(41.56266102000046, -72.64984095199964)",PA,PA1,Q047,VALUE,9,Race/Ethnicity,Hawaiian/Pacific Islander,RACE,RACEHPI
8504,2018,2018,DC,District of Columbia,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,35.8,35.8,,,31.2,40.7,669.0,,,High school graduate,,,,"(38.89037138500049, -77.03196112699965)",OWS,OWS1,Q036,VALUE,11,Education,High school graduate,EDU,EDUHSGRAD
8505,2013,2013,UT,Utah,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,49.8,,~,Data not available because sample size is insufficient.,,,,,,,,,Non-Hispanic Black,"(39.360700171, -111.587130635)",PA,PA1,Q043,VALUE,49,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
8506,2019,2019,NY,New York,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,32.6,32.6,,,26.9,38.9,398.0,,,,,,Asian,"(42.82700103200045, -75.54397042699964)",FV,FV1,Q018,VALUE,36,Race/Ethnicity,Asian,RACE,RACEASN
8507,2014,2014,AR,Arkansas,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,29.7,29.7,,,22.3,38.3,158.0,,18 - 24,,,,,"(34.748650124, -92.274490743)",OWS,OWS1,Q037,VALUE,5,Age (years),18 - 24,AGEYR,AGEYR1824
8508,2017,2017,SC,South Carolina,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,23.2,23.2,,,20.2,26.6,1684.0,,,,,"$15,000 - $24,999",,"(33.998821303, -81.045371207)",PA,PA1,Q046,VALUE,45,Income,"$15,000 - $24,999",INC,INC1525
8509,2015,2015,IL,Illinois,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,40.0,40.0,,,34.3,45.9,389.0,,,,,,Hispanic,"(40.485010283, -88.997710178)",PA,PA1,Q043,VALUE,17,Race/Ethnicity,Hispanic,RACE,RACEHIS
8510,2017,2017,ID,Idaho,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,18.1,18.1,,,13.8,23.4,551.0,,,,,"$25,000 - $34,999",,"(43.682630005, -114.363730042)",FV,FV1,Q019,VALUE,16,Income,"$25,000 - $34,999",INC,INC2535
8511,2012,2012,IA,Iowa,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,23.1,23.1,,,22.0,24.3,7160.0,Total,,,,,,"(42.469400913, -93.816490556)",PA,PA1,Q047,VALUE,19,Total,Total,OVR,OVERALL
8512,2019,2019,UT,Utah,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,43.2,43.2,,,31.6,55.7,110.0,,,,,,American Indian/Alaska Native,"(39.360700171000474, -111.58713063499971)",PA,PA1,Q046,VALUE,49,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA
8513,2013,2013,MA,Massachusetts,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,,Value,20.8,20.8,,,12.4,32.7,166.0,,,,,,2 or more races,"(42.27687047, -72.082690675)",PA,PA1,Q044,VALUE,25,Race/Ethnicity,2 or more races,RACE,RACE2PLUS
8514,2012,2012,UT,Utah,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,24.7,24.7,,,21.7,28.0,1493.0,,,,,"$15,000 - $24,999",,"(39.360700171, -111.587130635)",PA,PA1,Q047,VALUE,49,Income,"$15,000 - $24,999",INC,INC1525
8515,2016,2016,MD,Maryland,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,13.8,13.8,,,12.6,15.2,6686.0,,,,,"$75,000 or greater",,"(39.290580964, -76.609260111)",PA,PA1,Q047,VALUE,24,Income,"$75,000 or greater",INC,INC75PLUS
8516,2017,2017,AL,Alabama,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,34.5,34.5,,,22.1,49.3,107.0,,,,,,2 or more races,"(32.840571122, -86.631860762)",PA,PA1,Q046,VALUE,1,Race/Ethnicity,2 or more races,RACE,RACE2PLUS
8517,2013,2013,SD,South Dakota,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,31.9,31.9,,,29.3,34.6,3556.0,,,,Female,,,"(44.353130053, -100.373530637)",OWS,OWS1,Q037,VALUE,46,Gender,Female,GEN,FEMALE
8518,2017,2017,MA,Massachusetts,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,36.3,36.3,,,32.3,40.5,1444.0,,,,,Data not reported,,"(42.27687047, -72.082690675)",OWS,OWS1,Q037,VALUE,25,Income,Data not reported,INC,INCNR
8519,2019,2019,PA,Pennsylvania,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,31.0,31.0,,,24.7,38.0,261.0,,,,,,Hispanic,"(40.79373015200048, -77.86070029399963)",FV,FV1,Q019,VALUE,42,Race/Ethnicity,Hispanic,RACE,RACEHIS
8520,2016,2016,SD,South Dakota,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,32.1,32.1,,,25.7,39.3,613.0,,,,,"$15,000 - $24,999",,"(44.353130053, -100.373530637)",OWS,OWS1,Q037,VALUE,46,Income,"$15,000 - $24,999",INC,INC1525
8521,2017,2017,KS,Kansas,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,,Value,19.8,19.8,,,14.9,25.8,312.0,,,,,,2 or more races,"(38.3477403, -98.200781227)",PA,PA1,Q044,VALUE,20,Race/Ethnicity,2 or more races,RACE,RACE2PLUS
8522,2015,2015,LA,Louisiana,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,27.2,27.2,,,18.0,39.0,98.0,,,,,,Hispanic,"(31.312660644, -92.445680071)",PA,PA1,Q045,VALUE,22,Race/Ethnicity,Hispanic,RACE,RACEHIS
8523,2016,2016,MI,Michigan,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,28.6,28.6,,,25.6,31.9,1225.0,,,,,,Non-Hispanic Black,"(44.661319543001, -84.71439027)",PA,PA1,Q047,VALUE,26,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
8524,2016,2016,RI,Rhode Island,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,30.6,30.6,,,27.2,34.2,1280.0,,,High school graduate,,,,"(41.708280193, -71.522470314)",OWS,OWS1,Q036,VALUE,44,Education,High school graduate,EDU,EDUHSGRAD
8525,2018,2018,SC,South Carolina,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,35.1,35.1,,,31.5,39.0,958.0,,35 - 44,,,,,"(33.998821303000454, -81.04537120699968)",OWS,OWS1,Q037,VALUE,45,Age (years),35 - 44,AGEYR,AGEYR3544
8526,2019,2019,AR,Arkansas,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,,Value,19.3,19.3,,,17.7,21.0,4583.0,Total,,,,,,"(34.74865012400045, -92.27449074299966)",PA,PA1,Q044,VALUE,5,Total,Total,OVR,OVERALL
8527,2013,2013,IN,Indiana,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,,Value,14.6,14.6,,,12.0,17.6,1264.0,,,,,Data not reported,,"(39.766910452, -86.149960194)",PA,PA1,Q044,VALUE,18,Income,Data not reported,INC,INCNR
8528,2011,2011,MD,Maryland,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,30.6,30.6,,,23.3,39.0,266.0,,,,,,Hispanic,"(39.290580964, -76.609260111)",PA,PA1,Q045,VALUE,24,Race/Ethnicity,Hispanic,RACE,RACEHIS
8529,2021,2021,NJ,New Jersey,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,33.5,33.5,,,29.2,38.2,717.0,,,,,"$75,000 or greater",,"(40.13057004800049, -74.27369128799967)",OWS,OWS1,Q036,VALUE,34,Income,"$75,000 or greater",INC,INC75PLUS
8530,2013,2013,WA,Washington,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,31.3,31.3,,,28.9,33.7,2437.0,,,High school graduate,,,,"(47.522278629, -120.47001079)",OWS,OWS1,Q036,VALUE,53,Education,High school graduate,EDU,EDUHSGRAD
8531,2019,2019,NC,North Carolina,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,,Value,22.8,22.8,,,19.4,26.7,754.0,,,,,,Non-Hispanic Black,"(35.466220975000454, -79.15925046299964)",PA,PA1,Q044,VALUE,37,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
8532,2019,2019,MT,Montana,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,14.7,14.7,,,11.2,19.1,402.0,,18 - 24,,,,,"(47.06652897200047, -109.42442064499971)",PA,PA1,Q047,VALUE,30,Age (years),18 - 24,AGEYR,AGEYR1824
8533,2015,2015,MT,Montana,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,,Value,21.6,21.6,,,18.9,24.6,1362.0,,55 - 64,,,,,"(47.066528972, -109.424420645)",PA,PA1,Q044,VALUE,30,Age (years),55 - 64,AGEYR,AGEYR5564
8534,2017,2017,ME,Maine,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,30.7,30.7,,,27.0,34.5,1338.0,,,,,"$35,000 - $49,999",,"(45.254228894001, -68.985031336)",OWS,OWS1,Q036,VALUE,23,Income,"$35,000 - $49,999",INC,INC3550
8535,2018,2018,IA,Iowa,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,26.2,26.2,,,23.4,29.1,1175.0,,,,,"$35,000 - $49,999",,"(42.46940091300047, -93.81649055599968)",PA,PA1,Q047,VALUE,19,Income,"$35,000 - $49,999",INC,INC3550
8536,2017,2017,AL,Alabama,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,29.7,29.7,,,26.7,32.8,1760.0,,,Some college or technical school,,,,"(32.840571122, -86.631860762)",PA,PA1,Q046,VALUE,1,Education,Some college or technical school,EDU,EDUCOTEC
8537,2019,2019,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,,Value,35.3,35.3,,,29.5,41.5,772.0,,18 - 24,,,,,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q044,VALUE,12,Age (years),18 - 24,AGEYR,AGEYR1824
8538,2017,2017,KY,Kentucky,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,45.5,45.5,,,41.3,49.8,1345.0,,45 - 54,,,,,"(37.645970271, -84.774971048)",FV,FV1,Q018,VALUE,21,Age (years),45 - 54,AGEYR,AGEYR4554
8539,2017,2017,DE,Delaware,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,30.8,30.8,,,26.7,35.2,968.0,,,,,"$75,000 or greater",,"(39.008830667, -75.577741168)",FV,FV1,Q018,VALUE,10,Income,"$75,000 or greater",INC,INC75PLUS
8540,2022,2022,VT,Vermont,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,28.2,28.2,,,25.5,31.1,1867.0,,,High school graduate,,,,"(43.62538123900049, -72.51764079099962)",PA,PA1,Q047,VALUE,50,Education,High school graduate,EDU,EDUHSGRAD
8541,2011,2011,AR,Arkansas,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,30.6,30.6,,,25.0,36.9,517.0,,,,,"$50,000 - $74,999",,"(34.748650124, -92.274490743)",PA,PA1,Q045,VALUE,5,Income,"$50,000 - $74,999",INC,INC5075
8542,2013,2013,CA,California,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,24.5,24.5,,,22.2,26.9,2142.0,,,High school graduate,,,,"(37.638640123, -120.999999538)",OWS,OWS1,Q036,VALUE,6,Education,High school graduate,EDU,EDUHSGRAD
8543,2011,2011,MS,Mississippi,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,29.0,29.0,,,25.6,32.7,1104.0,,,,,"$75,000 or greater",,"(32.745510099, -89.538030825)",PA,PA1,Q045,VALUE,28,Income,"$75,000 or greater",INC,INC75PLUS
8544,2019,2019,PR,Puerto Rico,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,32.6,32.6,,,31.0,34.1,5669.0,,,,,,Hispanic,"(18.220833, -66.590149)",OWS,OWS1,Q036,VALUE,72,Race/Ethnicity,Hispanic,RACE,RACEHIS
8545,2017,2017,SC,South Carolina,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,,Value,19.4,19.4,,,16.6,22.5,926.0,,35 - 44,,,,,"(33.998821303, -81.045371207)",PA,PA1,Q044,VALUE,45,Age (years),35 - 44,AGEYR,AGEYR3544
8546,2021,2021,MO,Missouri,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,43.4,43.4,,,38.6,48.3,1160.0,,,,,"$15,000 - $24,999",,"(38.635790776000476, -92.56630005299968)",PA,PA1,Q047,VALUE,29,Income,"$15,000 - $24,999",INC,INC1525
8547,2011,2011,LA,Louisiana,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,28.7,28.7,,,26.7,30.8,3544.0,,65 or older,,,,,"(31.312660644, -92.445680071)",OWS,OWS1,Q036,VALUE,22,Age (years),65 or older,AGEYR,AGEYR65PLUS
8548,2022,2022,MN,Minnesota,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,20.3,20.3,,,18.2,22.7,2438.0,,,,,"$50,000 - $74,999",,"(46.35564873600049, -94.79420050299967)",PA,PA1,Q047,VALUE,27,Income,"$50,000 - $74,999",INC,INC5075
8549,2019,2019,VT,Vermont,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,27.6,27.6,,,25.2,30.1,2761.0,,,,Male,,,"(43.62538123900049, -72.51764079099962)",OWS,OWS1,Q036,VALUE,50,Gender,Male,GEN,MALE
8550,2017,2017,NE,Nebraska,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,24.3,24.3,,,18.1,31.9,227.0,,,,,,Non-Hispanic Black,"(41.641040988001, -99.365720623)",PA,PA1,Q045,VALUE,31,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
8551,2015,2015,MA,Massachusetts,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,31.4,31.4,,,28.4,34.6,1428.0,,45 - 54,,,,,"(42.27687047, -72.082690675)",PA,PA1,Q045,VALUE,25,Age (years),45 - 54,AGEYR,AGEYR4554
8552,2015,2015,KY,Kentucky,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,28.0,28.0,,,22.9,33.8,703.0,,,,,"$35,000 - $49,999",,"(37.645970271, -84.774971048)",PA,PA1,Q045,VALUE,21,Income,"$35,000 - $49,999",INC,INC3550
8553,2013,2013,AZ,Arizona,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,41.5,41.5,,,33.8,49.6,342.0,,25 - 34,,,,,"(34.86597028, -111.763811277)",PA,PA1,Q046,VALUE,4,Age (years),25 - 34,AGEYR,AGEYR2534
